TCP_WINDOW_SIZE,TCP_OPTIONS,DST_IP,TIMESTAMP,DST_PORT,TCP_HDR_LEN,TCP_FLAGS,TCP_ACK,MF_FLAG,TTL,PROTOCOL,TCP_SEQ,PACKET_NO,TCP_URP,DF_FLAG,PACKET_SIZE,SRC_PORT,KNOWN_HOST_DEVICE,IP_FRAG_OFF,SRC_IP 
1002,01:01:08:0a:ff:ff:07:f5:9e:a8:6f:09,66.35.45.201,1258920256.594200000,80,32,·······A····,56839,0,64,tcp,3087149517,9244,0,1,20,60706,Linux,0,172.16.16.136
113,01:01:08:0a:55:31:fc:83:ff:ff:07:ed,172.16.16.136,1258920256.660080000,60708,32,·······A····,4314,0,54,tcp,9100172,9245,0,0,20,80,Linux,0,66.35.45.201
113,01:01:08:0a:55:31:fc:83:ff:ff:07:ed,172.16.16.136,1258920256.660089000,60708,32,·······AP···,4314,0,54,tcp,9101566,9246,0,0,20,80,Linux,0,66.35.45.201
135,01:01:08:0a:01:87:c3:3d:ff:ff:07:ee,172.16.16.136,1258920256.660091000,60711,32,·······A····,5256,0,54,tcp,4456225,9247,0,0,20,80,Linux,0,66.35.45.201
135,01:01:08:0a:01:87:c3:3d:ff:ff:07:ee,172.16.16.136,1258920256.660095000,60711,32,·······AP···,5256,0,54,tcp,4457619,9248,0,0,20,80,Linux,0,66.35.45.201
133,01:01:08:0a:83:b0:53:5d:ff:ff:07:ee,172.16.16.136,1258920256.660097000,60709,32,·······AP···,5556,0,55,tcp,25717,9249,0,0,20,80,Linux,0,66.35.45.201
713,01:01:08:0a:ff:ff:08:2b:01:87:c3:3d,66.35.45.201,1258920256.660693000,80,32,·······A····,14199,0,64,tcp,3076934032,9250,0,1,20,60711,Linux,0,172.16.16.136
1002,01:01:08:0a:ff:ff:08:2c:55:31:fc:83,66.35.45.201,1258920256.660914000,80,32,·······A····,84464,0,64,tcp,3089355377,9251,0,1,20,60708,Linux,0,172.16.16.136
1002,01:01:08:0a:ff:ff:08:54:83:b0:53:5d,66.35.45.201,1258920256.715862000,80,32,·······A····,43842,0,64,tcp,3077620030,9252,0,1,20,60709,Linux,0,172.16.16.136
168,N/A,172.16.16.128,1258920257.205272000,3000,20,·······A····,2440,0,52,tcp,486307988,9253,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.205281000,3000,20,·······A····,2440,0,52,tcp,486309394,9254,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.205283000,3000,20,·······A····,2440,0,52,tcp,486310800,9255,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.205286000,3000,20,·······A····,2440,0,52,tcp,486312206,9256,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.205289000,3000,20,·······A····,2440,0,52,tcp,486313612,9257,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.205292000,3000,20,·······A····,2440,0,52,tcp,486315018,9258,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.210150000,3000,20,·······A····,2440,0,52,tcp,486316424,9259,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.210154000,3000,20,·······A····,2440,0,52,tcp,486317830,9260,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.210219000,80,20,·······A····,2192519,0,128,tcp,1847863802,9261,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.211007000,3000,20,·······A····,2440,0,52,tcp,486319236,9262,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.211285000,3000,20,·······A····,2440,0,52,tcp,486320642,9263,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.211325000,80,20,·······A····,2195331,0,128,tcp,1847863802,9264,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.211592000,3000,20,·······A····,2440,0,52,tcp,486322048,9265,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.212029000,3000,20,·······A····,2440,0,52,tcp,486323454,9266,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.212070000,80,20,·······A····,2198143,0,128,tcp,1847863802,9267,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.217669000,3000,20,·······A····,2440,0,52,tcp,486324860,9268,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.217675000,3000,20,·······A····,2440,0,52,tcp,486326266,9269,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.217678000,3000,20,·······A····,2440,0,52,tcp,486327672,9270,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.217963000,3000,20,·······A····,2440,0,52,tcp,486329078,9271,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.218003000,80,20,·······A····,2203767,0,128,tcp,1847863802,9272,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.219159000,3000,20,·······A····,2440,0,52,tcp,486330484,9273,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.226864000,3000,20,·······A····,2440,0,52,tcp,486331890,9274,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.226949000,80,20,·······A····,2206579,0,128,tcp,1847863802,9275,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.228154000,3000,20,·······A····,2440,0,52,tcp,486333296,9276,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.228159000,3000,20,·······A····,2440,0,52,tcp,486334702,9277,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.228161000,3000,20,·······A····,2440,0,52,tcp,486336108,9278,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.228163000,3000,20,·······A····,2440,0,53,tcp,486337514,9279,0,0,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.228398000,3000,20,·······A····,2440,0,52,tcp,486338920,9280,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.228438000,80,20,·······A····,2213609,0,128,tcp,1847863802,9281,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.228784000,3000,20,·······A····,2440,0,52,tcp,486340326,9282,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.233741000,3000,20,·······A····,2440,0,52,tcp,486341732,9283,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.233750000,3000,20,·······A····,2440,0,52,tcp,486343138,9284,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.233753000,3000,20,·······A····,2440,0,52,tcp,486344544,9285,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.233956000,80,20,·······A····,2219233,0,128,tcp,1847863802,9286,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.238154000,3000,20,·······A····,2440,0,52,tcp,486345950,9287,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.238160000,3000,20,·······A····,2440,0,52,tcp,486347356,9288,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.238699000,3000,20,·······A····,2440,0,52,tcp,486348762,9289,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.238744000,80,20,·······A····,2223451,0,128,tcp,1847863802,9290,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.240607000,3000,20,·······A····,2440,0,52,tcp,486350168,9291,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.240612000,3000,20,·······A····,2440,0,52,tcp,486351574,9292,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.240616000,3000,20,·······A····,2440,0,52,tcp,486352980,9293,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.242260000,3000,20,·······A····,2440,0,52,tcp,486354386,9294,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.242311000,80,20,·······A····,2229075,0,128,tcp,1847863802,9295,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.243080000,3000,20,·······A····,2440,0,52,tcp,486355792,9296,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.244130000,3000,20,·······A····,2440,0,52,tcp,486357198,9297,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.244175000,80,20,·······A····,2231887,0,128,tcp,1847863802,9298,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.245262000,3000,20,·······A····,2440,0,52,tcp,486358604,9299,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.348751000,3000,20,·······A····,2440,0,52,tcp,486360010,9300,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.348869000,80,20,·······A····,2234699,0,128,tcp,1847863802,9301,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.349049000,3000,20,·······A····,2440,0,52,tcp,486361416,9302,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.349293000,3000,20,·······A····,2440,0,52,tcp,486362822,9303,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.349331000,80,20,·······A····,2237511,0,128,tcp,1847863802,9304,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.349601000,3000,20,·······A····,2440,0,52,tcp,486364228,9305,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.349905000,3000,20,·······A····,2440,0,52,tcp,486365634,9306,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.349944000,80,20,·······A····,2240323,0,128,tcp,1847863802,9307,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.350211000,3000,20,·······A····,2440,0,52,tcp,486367040,9308,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.350518000,3000,20,·······A····,2440,0,52,tcp,486368446,9309,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.350554000,80,20,·······A····,2243135,0,128,tcp,1847863802,9310,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.350824000,3000,20,·······A····,2440,0,52,tcp,486369852,9311,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920257.351531000,3000,20,·······A····,2440,0,52,tcp,486371258,9312,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920257.351568000,80,20,·······A····,2245947,0,128,tcp,1847863802,9313,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920257.351728000,3000,20,·······AP···,2440,0,52,tcp,486372664,9314,0,1,20,80,Linux,0,74.125.103.163
1354,01:01:08:0a:ff:ff:0a:17:8c:bd:42:d0,66.35.45.201,1258920257.390819000,80,32,·······AP···,185295,0,64,tcp,3084689618,9315,0,1,20,60710,Linux,0,172.16.16.136
114,01:01:08:0a:8c:bd:46:33:ff:ff:0a:17,172.16.16.136,1258920257.439527000,60710,32,·······A····,4369,0,54,tcp,698065,9316,0,1,20,80,Linux,0,66.35.45.201
114,01:01:08:0a:8c:bd:46:38:ff:ff:0a:17,172.16.16.136,1258920257.447365000,60710,32,·······A····,4369,0,54,tcp,698065,9317,0,1,20,80,Linux,0,66.35.45.201
1400,01:01:08:0a:ff:ff:0a:41:8c:bd:46:38,66.35.45.201,1258920257.447513000,80,32,·······A····,186689,0,64,tcp,3084690251,9318,0,1,20,60710,Linux,0,172.16.16.136
114,01:01:08:0a:8c:bd:46:38:ff:ff:0a:17,172.16.16.136,1258920257.447978000,60710,32,·······AP···,4369,0,54,tcp,699459,9319,0,1,20,80,Linux,0,66.35.45.201
1400,01:01:08:0a:ff:ff:0a:42:8c:bd:46:38,66.35.45.201,1258920257.448030000,80,32,·······A····,186791,0,64,tcp,3084690251,9320,0,1,20,60710,Linux,0,172.16.16.136
65164,N/A,74.125.103.163,1258920257.558744000,80,20,·······A····,2246807,0,128,tcp,1847863802,9321,0,1,20,3000,Linux,0,172.16.16.128
4218,N/A,209.85.225.149,1258920257.655696000,80,20,·······AP···,2764,0,128,tcp,3965564435,9322,0,1,20,2917,Linux,0,172.16.16.128
256,N/A,172.16.16.128,1258920257.756305000,2917,20,·······AP···,3866,0,51,tcp,2203237691,9323,0,0,20,80,Linux,0,209.85.225.149
N/A,N/A,4.2.2.1,1258920257.763556000,N/A,N/A,N/A,N/A,0,64,N/A,N/A,9324,N/A,1,20,N/A,Linux,0,172.16.16.136
N/A,N/A,172.16.16.136,1258920257.828451000,N/A,N/A,N/A,N/A,0,56,N/A,N/A,9325,N/A,0,20,N/A,Linux,0,4.2.2.1
N/A,N/A,4.2.2.1,1258920257.828631000,N/A,N/A,N/A,N/A,0,64,N/A,N/A,9326,N/A,1,20,N/A,Linux,0,172.16.16.136
N/A,N/A,172.16.16.136,1258920257.891770000,N/A,N/A,N/A,N/A,0,56,N/A,N/A,9327,N/A,0,20,N/A,Linux,0,4.2.2.1
5840,02:04:05:b4:04:02:08:0a:ff:ff:0b:77:00:00:00:00:01:03:03:06,65.173.218.96,1258920257.893553000,80,40,··········S·,0,0,64,tcp,3104838589,9328,0,1,20,46905,Linux,0,172.16.16.136
5840,02:04:05:7e:01:03:03:02,172.16.16.136,1258920257.939917000,46905,28,·······A··S·,1,0,115,tcp,2851916475,9329,0,0,20,80,Linux,0,65.173.218.96
92,N/A,65.173.218.96,1258920257.940040000,80,20,·······A····,1,0,64,tcp,3104838590,9330,0,1,20,46905,Linux,0,172.16.16.136
92,N/A,65.173.218.96,1258920257.940272000,80,20,·······AP···,1,0,64,tcp,3104838590,9331,0,1,20,46905,Linux,0,172.16.16.136
4161,N/A,209.85.225.149,1258920257.958797000,80,20,·······A····,2989,0,128,tcp,3965565290,9332,0,1,20,2917,Linux,0,172.16.16.128
1778,N/A,172.16.16.136,1258920257.986261000,46905,20,·······A····,637,0,115,tcp,2851916476,9333,0,0,20,80,Linux,0,65.173.218.96
1778,N/A,172.16.16.136,1258920257.993543000,46905,20,·······A····,637,0,115,tcp,2851916476,9334,0,0,20,80,Linux,0,65.173.218.96
137,N/A,65.173.218.96,1258920257.993607000,80,20,·······A····,1407,0,64,tcp,3104839226,9335,0,1,20,46905,Linux,0,172.16.16.136
1778,N/A,172.16.16.136,1258920257.996200000,46905,20,·······A····,637,0,115,tcp,2851917882,9336,0,0,20,80,Linux,0,65.173.218.96
183,N/A,65.173.218.96,1258920257.996335000,80,20,·······A····,2813,0,64,tcp,3104839226,9337,0,1,20,46905,Linux,0,172.16.16.136
5840,02:04:05:b4:04:02:08:0a:ff:ff:0b:c8:00:00:00:00:01:03:03:06,65.173.218.96,1258920258.004395000,80,40,··········S·,0,0,64,tcp,3101683462,9338,0,1,20,46906,Linux,0,172.16.16.136
242,01:01:08:0a:ff:ff:0b:dc:8d:e0:f0:7a,66.35.45.201,1258920258.027541000,80,32,·······A···F,1520,0,64,tcp,3052778244,9339,0,1,20,60680,Linux,0,172.16.16.136
980,01:01:08:0a:ff:ff:0b:dd:a1:d3:95:11,66.35.45.201,1258920258.027728000,80,32,·······A···F,25143,0,64,tcp,3043364661,9340,0,1,20,60677,Linux,0,172.16.16.136
5840,02:04:05:b4:04:02:08:0a:ff:ff:0b:dd:00:00:00:00:01:03:03:06,65.173.218.96,1258920258.027916000,80,40,··········S·,0,0,64,tcp,3095465178,9341,0,1,20,46907,Linux,0,172.16.16.136
5840,02:04:05:b4:04:02:08:0a:ff:ff:0b:dd:00:00:00:00:01:03:03:06,65.173.218.96,1258920258.027999000,80,40,··········S·,0,0,64,tcp,3101520876,9342,0,1,20,46908,Linux,0,172.16.16.136
5840,02:04:05:b4:04:02:08:0a:ff:ff:0b:dd:00:00:00:00:01:03:03:06,65.173.218.96,1258920258.028078000,80,40,··········S·,0,0,64,tcp,3094002098,9343,0,1,20,46909,Linux,0,172.16.16.136
5840,02:04:05:b4:04:02:08:0a:ff:ff:0b:dd:00:00:00:00:01:03:03:06,65.173.218.96,1258920258.028156000,80,40,··········S·,0,0,64,tcp,3106138059,9344,0,1,20,46910,Linux,0,172.16.16.136
1778,N/A,172.16.16.136,1258920258.045038000,46905,20,·······AP···,637,0,115,tcp,2851919288,9345,0,0,20,80,Linux,0,65.173.218.96
1778,N/A,172.16.16.136,1258920258.045048000,46905,20,·······A····,637,0,115,tcp,2851920694,9346,0,0,20,80,Linux,0,65.173.218.96
1778,N/A,172.16.16.136,1258920258.045052000,46905,20,·······A····,637,0,115,tcp,2851922100,9347,0,0,20,80,Linux,0,65.173.218.96
1778,N/A,172.16.16.136,1258920258.045055000,46905,20,·······AP···,637,0,115,tcp,2851923506,9348,0,0,20,80,Linux,0,65.173.218.96
229,N/A,65.173.218.96,1258920258.045370000,80,20,·······A····,4219,0,64,tcp,3104839226,9349,0,1,20,46905,Linux,0,172.16.16.136
274,N/A,65.173.218.96,1258920258.045471000,80,20,·······A····,5625,0,64,tcp,3104839226,9350,0,1,20,46905,Linux,0,172.16.16.136
320,N/A,65.173.218.96,1258920258.045533000,80,20,·······A····,7031,0,64,tcp,3104839226,9351,0,1,20,46905,Linux,0,172.16.16.136
365,N/A,65.173.218.96,1258920258.045588000,80,20,·······A····,8437,0,64,tcp,3104839226,9352,0,1,20,46905,Linux,0,172.16.16.136
5840,02:04:05:7e:01:03:03:02,172.16.16.136,1258920258.058265000,46906,28,·······A··S·,1,0,115,tcp,2852273849,9353,0,0,20,80,Linux,0,65.173.218.96
92,N/A,65.173.218.96,1258920258.058379000,80,20,·······A····,1,0,64,tcp,3101683463,9354,0,1,20,46906,Linux,0,172.16.16.136
92,N/A,65.173.218.96,1258920258.063441000,80,20,·······AP···,1,0,64,tcp,3101683463,9355,0,1,20,46906,Linux,0,172.16.16.136
147,01:01:08:0a:8d:e1:36:17:ff:ff:0b:dc,172.16.16.136,1258920258.094263000,60680,32,·······A···F,6445,0,55,tcp,4277692159,9356,0,0,20,80,Linux,0,66.35.45.201
5840,02:04:05:7e:01:03:03:02,172.16.16.136,1258920258.094270000,46907,28,·······A··S·,1,0,115,tcp,2850185967,9357,0,0,20,80,Linux,0,65.173.218.96
5840,02:04:05:7e:01:03:03:02,172.16.16.136,1258920258.094272000,46908,28,·······A··S·,1,0,115,tcp,2858540785,9358,0,0,20,80,Linux,0,65.173.218.96
5840,02:04:05:7e:01:03:03:02,172.16.16.136,1258920258.094274000,46910,28,·······A··S·,1,0,115,tcp,2857475502,9359,0,0,20,80,Linux,0,65.173.218.96
5840,02:04:05:7e:01:03:03:02,172.16.16.136,1258920258.094276000,46909,28,·······A··S·,1,0,115,tcp,2853154668,9360,0,0,20,80,Linux,0,65.173.218.96
101,01:01:08:0a:a1:d3:da:4c:ff:ff:0b:dd,172.16.16.136,1258920258.094278000,60677,32,·······A···F,3345,0,54,tcp,4264355950,9361,0,0,20,80,Linux,0,66.35.45.201
1778,N/A,172.16.16.136,1258920258.094280000,46905,20,·······A····,637,0,115,tcp,2851924912,9362,0,0,20,80,Linux,0,65.173.218.96
1778,N/A,172.16.16.136,1258920258.094283000,46905,20,·······A····,637,0,115,tcp,2851926318,9363,0,0,20,80,Linux,0,65.173.218.96
242,01:01:08:0a:ff:ff:0c:17:8d:e1:36:17,66.35.45.201,1258920258.094455000,80,32,·······A····,1521,0,64,tcp,3052778245,9364,0,1,20,60680,Linux,0,172.16.16.136
92,N/A,65.173.218.96,1258920258.094598000,80,20,·······A····,1,0,64,tcp,3095465179,9365,0,1,20,46907,Linux,0,172.16.16.136
92,N/A,65.173.218.96,1258920258.094659000,80,20,·······A····,1,0,64,tcp,3101520877,9366,0,1,20,46908,Linux,0,172.16.16.136
92,N/A,65.173.218.96,1258920258.094717000,80,20,·······A····,1,0,64,tcp,3106138060,9367,0,1,20,46910,Linux,0,172.16.16.136
92,N/A,65.173.218.96,1258920258.094781000,80,20,·······A····,1,0,64,tcp,3094002099,9368,0,1,20,46909,Linux,0,172.16.16.136
980,01:01:08:0a:ff:ff:0c:17:a1:d3:da:4c,66.35.45.201,1258920258.094839000,80,32,·······A····,25144,0,64,tcp,3043364662,9369,0,1,20,60677,Linux,0,172.16.16.136
411,N/A,65.173.218.96,1258920258.094897000,80,20,·······A····,9843,0,64,tcp,3104839226,9370,0,1,20,46905,Linux,0,172.16.16.136
457,N/A,65.173.218.96,1258920258.094952000,80,20,·······A····,11249,0,64,tcp,3104839226,9371,0,1,20,46905,Linux,0,172.16.16.136
92,N/A,65.173.218.96,1258920258.095127000,80,20,·······AP···,1,0,64,tcp,3095465179,9372,0,1,20,46907,Linux,0,172.16.16.136
92,N/A,65.173.218.96,1258920258.095199000,80,20,·······AP···,1,0,64,tcp,3101520877,9373,0,1,20,46908,Linux,0,172.16.16.136
92,N/A,65.173.218.96,1258920258.095272000,80,20,·······AP···,1,0,64,tcp,3094002099,9374,0,1,20,46909,Linux,0,172.16.16.136
92,N/A,65.173.218.96,1258920258.095336000,80,20,·······AP···,1,0,64,tcp,3106138060,9375,0,1,20,46910,Linux,0,172.16.16.136
1778,N/A,172.16.16.136,1258920258.097605000,46905,20,·······AP···,637,0,115,tcp,2851927724,9376,0,0,20,80,Linux,0,65.173.218.96
502,N/A,65.173.218.96,1258920258.097666000,80,20,·······A····,12655,0,64,tcp,3104839226,9377,0,1,20,46905,Linux,0,172.16.16.136
1778,N/A,172.16.16.136,1258920258.097795000,46905,20,·······A····,637,0,115,tcp,2851929130,9378,0,0,20,80,Linux,0,65.173.218.96
548,N/A,65.173.218.96,1258920258.097848000,80,20,·······A····,14061,0,64,tcp,3104839226,9379,0,1,20,46905,Linux,0,172.16.16.136
1778,N/A,172.16.16.136,1258920258.099770000,46905,20,·······A····,637,0,115,tcp,2851930536,9380,0,0,20,80,Linux,0,65.173.218.96
1778,N/A,172.16.16.136,1258920258.099775000,46905,20,·······AP···,637,0,115,tcp,2851931942,9381,0,0,20,80,Linux,0,65.173.218.96
594,N/A,65.173.218.96,1258920258.099834000,80,20,·······A····,15467,0,64,tcp,3104839226,9382,0,1,20,46905,Linux,0,172.16.16.136
594,N/A,65.173.218.96,1258920258.099900000,80,20,·······A····,15511,0,64,tcp,3104839226,9383,0,1,20,46905,Linux,0,172.16.16.136
594,N/A,65.173.218.96,1258920258.100053000,80,20,·······AP···,15511,0,64,tcp,3104839226,9384,0,1,20,46905,Linux,0,172.16.16.136
1740,N/A,172.16.16.136,1258920258.111337000,46906,20,·······A····,561,0,115,tcp,2852273850,9385,0,0,20,80,Linux,0,65.173.218.96
1740,N/A,172.16.16.136,1258920258.112768000,46906,20,·······AP···,561,0,115,tcp,2852273850,9386,0,0,20,80,Linux,0,65.173.218.96
108,N/A,65.173.218.96,1258920258.112953000,80,20,·······A····,366,0,64,tcp,3101684023,9387,0,1,20,46906,Linux,0,172.16.16.136
1740,N/A,172.16.16.136,1258920258.113593000,46906,20,·······AP···,561,0,115,tcp,2852274215,9388,0,0,20,80,Linux,0,65.173.218.96
125,N/A,65.173.218.96,1258920258.113648000,80,20,·······A····,684,0,64,tcp,3101684023,9389,0,1,20,46906,Linux,0,172.16.16.136
1747,N/A,172.16.16.136,1258920258.151912000,46907,20,·······A····,574,0,115,tcp,2850185968,9390,0,0,20,80,Linux,0,65.173.218.96
1747,N/A,172.16.16.136,1258920258.153529000,46907,20,·······AP···,574,0,115,tcp,2850185968,9391,0,0,20,80,Linux,0,65.173.218.96
108,N/A,65.173.218.96,1258920258.153588000,80,20,·······A····,365,0,64,tcp,3095465752,9392,0,1,20,46907,Linux,0,172.16.16.136
1747,N/A,172.16.16.136,1258920258.156079000,46907,20,·······A····,574,0,115,tcp,2850186332,9393,0,0,20,80,Linux,0,65.173.218.96
154,N/A,65.173.218.96,1258920258.156124000,80,20,·······A····,1771,0,64,tcp,3095465752,9394,0,1,20,46907,Linux,0,172.16.16.136
1748,N/A,172.16.16.136,1258920258.156434000,46908,20,·······A····,576,0,115,tcp,2858540786,9395,0,0,20,80,Linux,0,65.173.218.96
1748,N/A,172.16.16.136,1258920258.158436000,46908,20,·······AP···,576,0,115,tcp,2858540786,9396,0,0,20,80,Linux,0,65.173.218.96
108,N/A,65.173.218.96,1258920258.158475000,80,20,·······A····,362,0,64,tcp,3101521452,9397,0,1,20,46908,Linux,0,172.16.16.136
1748,N/A,172.16.16.136,1258920258.158619000,46908,20,·······AP···,576,0,115,tcp,2858541147,9398,0,0,20,80,Linux,0,65.173.218.96
126,N/A,65.173.218.96,1258920258.158659000,80,20,·······A····,934,0,64,tcp,3101521452,9399,0,1,20,46908,Linux,0,172.16.16.136
1747,N/A,172.16.16.136,1258920258.161700000,46909,20,·······A····,575,0,115,tcp,2853154669,9400,0,0,20,80,Linux,0,65.173.218.96
1748,N/A,172.16.16.136,1258920258.162177000,46910,20,·······A····,577,0,115,tcp,2857475503,9401,0,0,20,80,Linux,0,65.173.218.96
1747,N/A,172.16.16.136,1258920258.165584000,46909,20,·······AP···,575,0,115,tcp,2853154669,9402,0,0,20,80,Linux,0,65.173.218.96
1747,N/A,172.16.16.136,1258920258.165588000,46909,20,·······AP···,575,0,115,tcp,2853155030,9403,0,0,20,80,Linux,0,65.173.218.96
108,N/A,65.173.218.96,1258920258.165656000,80,20,·······A····,362,0,64,tcp,3094002673,9404,0,1,20,46909,Linux,0,172.16.16.136
133,N/A,65.173.218.96,1258920258.165734000,80,20,·······A····,1158,0,64,tcp,3094002673,9405,0,1,20,46909,Linux,0,172.16.16.136
1748,N/A,172.16.16.136,1258920258.166229000,46910,20,·······AP···,577,0,115,tcp,2857475503,9406,0,0,20,80,Linux,0,65.173.218.96
108,N/A,65.173.218.96,1258920258.166293000,80,20,·······A····,365,0,64,tcp,3106138636,9407,0,1,20,46910,Linux,0,172.16.16.136
1748,N/A,172.16.16.136,1258920258.170468000,46910,20,·······A····,577,0,115,tcp,2857475867,9408,0,0,20,80,Linux,0,65.173.218.96
2096,N/A,172.16.16.136,1258920258.170474000,46905,20,·······AP···,1242,0,115,tcp,2851931986,9409,0,0,20,80,Linux,0,65.173.218.96
2096,N/A,172.16.16.136,1258920258.170477000,46905,20,·······A····,1242,0,115,tcp,2851932349,9410,0,0,20,80,Linux,0,65.173.218.96
154,N/A,65.173.218.96,1258920258.170546000,80,20,·······A····,1771,0,64,tcp,3106138636,9411,0,1,20,46910,Linux,0,172.16.16.136
683,N/A,65.173.218.96,1258920258.170638000,80,20,·······A····,17280,0,64,tcp,3104839831,9412,0,1,20,46905,Linux,0,172.16.16.136
2096,N/A,172.16.16.136,1258920258.176739000,46905,20,·······A····,1242,0,115,tcp,2851933755,9413,0,0,20,80,Linux,0,65.173.218.96
2096,N/A,172.16.16.136,1258920258.177496000,46905,20,·······AP···,1242,0,115,tcp,2851935161,9414,0,0,20,80,Linux,0,65.173.218.96
773,N/A,65.173.218.96,1258920258.177547000,80,20,·······A····,19728,0,64,tcp,3104839831,9415,0,1,20,46905,Linux,0,172.16.16.136
1747,N/A,172.16.16.136,1258920258.206994000,46907,20,·······A····,574,0,115,tcp,2850187738,9416,0,0,20,80,Linux,0,65.173.218.96
200,N/A,65.173.218.96,1258920258.207087000,80,20,·······A····,3177,0,64,tcp,3095465752,9417,0,1,20,46907,Linux,0,172.16.16.136
