TLS_EXTENSION_SIG_ALGS,DST_PORT,TCP_URP,SRC_IP,TCP_ACK,IP_FRAG_OFF,SUB_PROTOCOL,DST_IP,MF_FLAG,PACKET_SIZE,TCP_OPTIONS,KNOWN_HOST_DEVICE,TLS_VERSION,TLS_CIPHER_SUITES,TCP_HDR_LEN,PACKET_NO,TCP_FLAGS,SRC_PORT,HTTP_USER_AGENT,TIMESTAMP,DF_FLAG,TTL,TCP_SEQ,PROTOCOL,TCP_WINDOW_SIZE
N/A,443,0,10.169.169.63,1,0,N/A,192.0.78.23,0,20,N/A,MacOS,N/A,N/A,20,134,·······AP···,65502,N/A,1663875295.282995000,1,64,780980163,tcp,4096
N/A,65502,0,192.0.78.23,135,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,135,·······A····,443,N/A,1663875295.287410000,1,54,534978913,tcp,65
N/A,65502,0,192.0.78.23,174,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,136,·······AP···,443,N/A,1663875295.287410000,1,54,534978913,tcp,65
N/A,443,0,10.169.169.63,40,0,N/A,192.0.78.23,0,20,N/A,MacOS,N/A,N/A,20,137,·······A····,65502,N/A,1663875295.287478000,1,64,780980202,tcp,4095
N/A,65502,0,192.0.78.23,174,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,138,·······A····,443,N/A,1663875295.287536000,1,54,534978913,tcp,65
N/A,443,0,10.169.169.63,40,0,N/A,192.0.78.23,0,20,N/A,MacOS,N/A,N/A,20,139,·······A····,65502,N/A,1663875295.287575000,1,64,780980202,tcp,4095
N/A,443,0,10.169.169.63,1,0,N/A,13.107.246.57,0,20,N/A,MacOS,N/A,N/A,20,140,·······AP···,65505,N/A,1663875295.318534000,1,64,1715541861,tcp,4096
N/A,443,0,10.169.169.63,1,0,N/A,13.107.246.57,0,20,N/A,MacOS,N/A,N/A,20,141,·······AP···,65505,N/A,1663875295.318661000,1,64,1715541933,tcp,4096
N/A,80,0,10.169.169.63,1,0,http,146.75.104.157,0,20,01:01:08:0a:e5:b9:30:7b:3b:48:76:1f,MacOS,N/A,N/A,32,142,·······AP···,65504,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",1663875295.319954000,1,64,3100285861,tcp,2053
N/A,65504,0,146.75.104.157,444,0,N/A,10.169.169.63,0,20,01:01:08:0a:3b:48:b3:4a:e5:b9:30:7b,MacOS,N/A,N/A,32,143,·······A····,80,N/A,1663875295.324291000,1,52,1568143792,tcp,287
N/A,65504,0,146.75.104.157,444,0,N/A,10.169.169.63,0,20,01:01:08:0a:3b:48:b3:4a:e5:b9:30:7b,MacOS,N/A,N/A,32,144,·······AP···,80,N/A,1663875295.324600000,1,52,1568143792,tcp,287
N/A,80,0,10.169.169.63,355,0,N/A,146.75.104.157,0,20,01:01:08:0a:e5:b9:30:7f:3b:48:b3:4a,MacOS,N/A,N/A,32,145,·······A····,65504,N/A,1663875295.324662000,1,64,3100286304,tcp,2047
N/A,65505,0,13.107.246.57,73,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,146,·······A····,443,N/A,1663875295.327210000,1,114,3171384552,tcp,16379
N/A,65505,0,13.107.246.57,119,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,147,·······A····,443,N/A,1663875295.327577000,1,114,3171384552,tcp,16379
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.251.33.6,0,20,N/A,MacOS,N/A,N/A,N/A,148,N/A,59528,N/A,1663875295.328335000,1,64,N/A,udp,N/A
N/A,443,0,10.169.169.63,1,0,N/A,13.107.42.14,0,20,N/A,MacOS,N/A,N/A,20,149,·······AP···,65506,N/A,1663875295.328450000,1,64,2703781855,tcp,4096
N/A,65505,0,13.107.246.57,119,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,150,·······AP···,443,N/A,1663875295.328507000,1,114,3171384552,tcp,16379
N/A,443,0,10.169.169.63,1,0,N/A,13.107.42.14,0,20,N/A,MacOS,N/A,N/A,20,151,·······AP···,65506,N/A,1663875295.328520000,1,64,2703781988,tcp,4096
N/A,443,0,10.169.169.63,47,0,N/A,13.107.246.57,0,20,N/A,MacOS,N/A,N/A,20,152,·······A····,65505,N/A,1663875295.328559000,1,64,1715541979,tcp,4095
N/A,59528,N/A,142.251.33.6,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,153,N/A,443,N/A,1663875295.331631000,1,54,N/A,udp,N/A
N/A,65506,0,13.107.42.14,134,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,154,·······A····,443,N/A,1663875295.340212000,1,113,1289853900,tcp,16384
N/A,65506,0,13.107.42.14,180,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,155,·······A····,443,N/A,1663875295.340213000,1,113,1289853900,tcp,16384
N/A,65506,0,13.107.42.14,180,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,156,·······AP···,443,N/A,1663875295.341230000,1,113,1289853900,tcp,16384
N/A,443,0,10.169.169.63,47,0,N/A,13.107.42.14,0,20,N/A,MacOS,N/A,N/A,20,157,·······A····,65506,N/A,1663875295.341285000,1,64,2703782034,tcp,4095
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.251.35.206,0,20,N/A,MacOS,N/A,N/A,N/A,158,N/A,64352,N/A,1663875295.350596000,1,64,N/A,udp,N/A
N/A,64352,N/A,142.251.35.206,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,159,N/A,443,N/A,1663875295.353273000,1,54,N/A,udp,N/A
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.251.33.6,0,20,N/A,MacOS,N/A,N/A,N/A,160,N/A,59528,N/A,1663875295.358361000,1,64,N/A,udp,N/A
N/A,65505,0,13.107.246.57,119,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,161,·······AP···,443,N/A,1663875295.369147000,1,114,3171384598,tcp,16379
N/A,65505,0,13.107.246.57,119,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,162,·······AP···,443,N/A,1663875295.369149000,1,114,3171385488,tcp,16379
N/A,65505,0,13.107.246.57,119,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,163,·······AP···,443,N/A,1663875295.369150000,1,114,3171386299,tcp,16379
N/A,443,0,10.169.169.63,1786,0,N/A,13.107.246.57,0,20,N/A,MacOS,N/A,N/A,20,164,·······A····,65505,N/A,1663875295.369273000,1,64,1715541979,tcp,4068
N/A,443,0,10.169.169.63,1786,0,N/A,13.107.246.57,0,20,N/A,MacOS,N/A,N/A,20,165,·······AP···,65505,N/A,1663875295.370175000,1,64,1715541979,tcp,4096
N/A,64352,N/A,142.251.35.206,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,166,N/A,443,N/A,1663875295.371805000,1,54,N/A,udp,N/A
N/A,64352,N/A,142.251.35.206,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,167,N/A,443,N/A,1663875295.371806000,1,54,N/A,udp,N/A
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.251.35.206,0,20,N/A,MacOS,N/A,N/A,N/A,168,N/A,64352,N/A,1663875295.372202000,1,64,N/A,udp,N/A
N/A,59528,N/A,142.251.33.6,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,169,N/A,443,N/A,1663875295.373478000,1,54,N/A,udp,N/A
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.251.33.6,0,20,N/A,MacOS,N/A,N/A,N/A,170,N/A,59528,N/A,1663875295.373686000,1,64,N/A,udp,N/A
N/A,65505,0,13.107.246.57,161,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,171,·······A····,443,N/A,1663875295.379329000,1,114,3171386337,tcp,16379
N/A,443,0,10.169.169.63,1,0,N/A,140.142.142.39,0,20,N/A,MacOS,N/A,N/A,20,172,·······AP···,65507,N/A,1663875295.384361000,1,64,2205072058,tcp,4096
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.251.35.206,0,20,N/A,MacOS,N/A,N/A,N/A,173,N/A,64352,N/A,1663875295.384941000,1,64,N/A,udp,N/A
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.251.33.6,0,20,N/A,MacOS,N/A,N/A,N/A,174,N/A,59528,N/A,1663875295.385337000,1,64,N/A,udp,N/A
N/A,64352,N/A,142.251.35.206,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,175,N/A,443,N/A,1663875295.387712000,1,54,N/A,udp,N/A
N/A,59528,N/A,142.251.33.6,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,176,N/A,443,N/A,1663875295.387960000,1,54,N/A,udp,N/A
N/A,443,0,10.169.169.63,1,0,N/A,104.244.42.133,0,20,01:01:08:0a:c9:7d:da:a7:79:af:a6:ec,MacOS,N/A,N/A,32,177,·······AP···,65508,N/A,1663875295.390468000,1,64,1676754835,tcp,2048
N/A,443,0,10.169.169.63,1,0,N/A,104.244.42.133,0,20,01:01:08:0a:c9:7d:da:a7:79:af:a6:ec,MacOS,N/A,N/A,32,178,·······AP···,65508,N/A,1663875295.390577000,1,64,1676755145,tcp,2048
N/A,443,0,10.169.169.63,1,0,N/A,104.244.42.131,0,20,01:01:08:0a:67:8d:6d:4a:20:9e:da:de,MacOS,N/A,N/A,32,179,·······AP···,65509,N/A,1663875295.391201000,1,64,2437188537,tcp,2048
N/A,443,0,10.169.169.63,1,0,N/A,104.244.42.131,0,20,01:01:08:0a:67:8d:6d:4a:20:9e:da:de,MacOS,N/A,N/A,32,180,·······AP···,65509,N/A,1663875295.391336000,1,64,2437188847,tcp,2048
N/A,64352,N/A,142.251.35.206,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,181,N/A,443,N/A,1663875295.403593000,1,54,N/A,udp,N/A
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.251.35.206,0,20,N/A,MacOS,N/A,N/A,N/A,182,N/A,64352,N/A,1663875295.403840000,1,64,N/A,udp,N/A
N/A,65506,0,13.107.42.14,180,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,183,·······AP···,443,N/A,1663875295.405891000,1,113,1289853946,tcp,16384
N/A,443,0,10.169.169.63,689,0,N/A,13.107.42.14,0,20,N/A,MacOS,N/A,N/A,20,184,·······A····,65506,N/A,1663875295.405939000,1,64,2703782034,tcp,4085
N/A,443,0,10.169.169.63,689,0,N/A,13.107.42.14,0,20,N/A,MacOS,N/A,N/A,20,185,·······AP···,65506,N/A,1663875295.406397000,1,64,2703782034,tcp,4096
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.251.33.6,0,20,N/A,MacOS,N/A,N/A,N/A,186,N/A,59528,N/A,1663875295.413285000,1,64,N/A,udp,N/A
N/A,65506,0,13.107.42.14,222,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,187,·······A····,443,N/A,1663875295.418476000,1,113,1289854588,tcp,16384
N/A,443,0,10.169.169.63,689,0,N/A,13.107.42.14,0,20,N/A,MacOS,N/A,N/A,20,188,·······AP···,65506,N/A,1663875295.427786000,1,64,2703782076,tcp,4096
N/A,64352,N/A,142.251.35.206,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,189,N/A,443,N/A,1663875295.431861000,1,54,N/A,udp,N/A
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.251.32.202,0,20,N/A,MacOS,N/A,N/A,N/A,190,N/A,53894,N/A,1663875295.433384000,1,64,N/A,udp,N/A
N/A,53894,N/A,142.251.32.202,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,191,N/A,443,N/A,1663875295.439600000,1,55,N/A,udp,N/A
N/A,65506,0,13.107.42.14,367,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,192,·······A····,443,N/A,1663875295.439600000,1,113,1289854588,tcp,16383
N/A,65508,0,104.244.42.133,350,0,N/A,10.169.169.63,0,20,01:01:08:0a:79:af:e3:79:c9:7d:da:a7,MacOS,N/A,N/A,32,193,·······A····,443,N/A,1663875295.439868000,1,48,2274044094,tcp,271
N/A,65508,0,104.244.42.133,350,0,N/A,10.169.169.63,0,20,01:01:08:0a:79:af:e3:79:c9:7d:da:a7,MacOS,N/A,N/A,32,194,·······AP···,443,N/A,1663875295.439868000,1,48,2274044094,tcp,271
N/A,65509,0,104.244.42.131,350,0,N/A,10.169.169.63,0,20,01:01:08:0a:20:9f:17:6a:67:8d:6d:4a,MacOS,N/A,N/A,32,195,·······A····,443,N/A,1663875295.439869000,1,48,2052119692,tcp,271
N/A,443,0,10.169.169.63,40,0,N/A,104.244.42.133,0,20,01:01:08:0a:c9:7d:da:d9:79:af:e3:79,MacOS,N/A,N/A,32,196,·······A····,65508,N/A,1663875295.439916000,1,64,1676755184,tcp,2047
N/A,443,0,10.169.169.63,1,0,N/A,52.7.207.126,0,20,01:01:08:0a:19:15:4d:2e:8f:e3:1d:98,MacOS,N/A,N/A,32,197,·······AP···,65510,N/A,1663875295.441211000,1,64,1136580808,tcp,2048
N/A,443,0,10.169.169.63,1,0,N/A,52.7.207.126,0,20,01:01:08:0a:19:15:4d:2e:8f:e3:1d:98,MacOS,N/A,N/A,32,198,·······AP···,65510,N/A,1663875295.441260000,1,64,1136581016,tcp,2048
N/A,65509,0,104.244.42.131,350,0,N/A,10.169.169.63,0,20,01:01:08:0a:20:9f:17:6a:67:8d:6d:4a,MacOS,N/A,N/A,32,199,·······AP···,443,N/A,1663875295.441779000,1,48,2052119692,tcp,271
N/A,443,0,10.169.169.63,40,0,N/A,104.244.42.131,0,20,01:01:08:0a:67:8d:6d:7d:20:9f:17:6a,MacOS,N/A,N/A,32,200,·······A····,65509,N/A,1663875295.441810000,1,64,2437188886,tcp,2047
N/A,65508,0,104.244.42.133,350,0,N/A,10.169.169.63,0,20,01:01:08:0a:79:af:e3:80:c9:7d:da:a7,MacOS,N/A,N/A,32,201,·······AP···,443,N/A,1663875295.448686000,1,48,2274044133,tcp,271
N/A,443,0,10.169.169.63,217,0,N/A,104.244.42.133,0,20,01:01:08:0a:c9:7d:da:e2:79:af:e3:80,MacOS,N/A,N/A,32,202,·······A····,65508,N/A,1663875295.448734000,1,64,1676755184,tcp,2045
N/A,65509,0,104.244.42.131,350,0,N/A,10.169.169.63,0,20,01:01:08:0a:20:9f:17:70:67:8d:6d:4a,MacOS,N/A,N/A,32,203,·······AP···,443,N/A,1663875295.449000000,1,48,2052119731,tcp,271
N/A,443,0,10.169.169.63,229,0,N/A,104.244.42.131,0,20,01:01:08:0a:67:8d:6d:85:20:9f:17:70,MacOS,N/A,N/A,32,204,·······A····,65509,N/A,1663875295.449037000,1,64,2437188886,tcp,2045
N/A,65507,0,140.142.142.39,634,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,205,·······AP···,443,N/A,1663875295.450275000,1,108,1341897963,tcp,1026
N/A,443,0,10.169.169.63,325,0,N/A,140.142.142.39,0,20,N/A,MacOS,N/A,N/A,20,206,·······A····,65507,N/A,1663875295.450340000,1,64,2205072691,tcp,4090
N/A,80,0,10.169.169.63,1,0,http,192.28.147.68,0,20,01:01:08:0a:c5:21:ef:88:66:b1:ed:c5,MacOS,N/A,N/A,32,207,·······AP···,65512,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",1663875295.456343000,1,64,60218141,tcp,65535
N/A,59528,N/A,142.251.33.6,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,208,N/A,443,N/A,1663875295.467269000,1,54,N/A,udp,N/A
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.251.33.6,0,20,N/A,MacOS,N/A,N/A,N/A,209,N/A,59528,N/A,1663875295.467601000,1,64,N/A,udp,N/A
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.251.33.6,0,20,N/A,MacOS,N/A,N/A,N/A,210,N/A,59528,N/A,1663875295.468009000,1,64,N/A,udp,N/A
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.251.33.6,0,20,N/A,MacOS,N/A,N/A,N/A,211,N/A,59528,N/A,1663875295.468039000,1,64,N/A,udp,N/A
N/A,59528,N/A,142.251.33.6,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,212,N/A,443,N/A,1663875295.468654000,1,54,N/A,udp,N/A
N/A,59528,N/A,142.251.33.6,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,213,N/A,443,N/A,1663875295.472237000,1,54,N/A,udp,N/A
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.250.138.157,0,20,N/A,MacOS,N/A,N/A,N/A,214,N/A,54330,N/A,1663875295.474332000,1,64,N/A,udp,N/A
N/A,54330,N/A,142.250.138.157,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,215,N/A,443,N/A,1663875295.479214000,1,55,N/A,udp,N/A
N/A,65510,0,52.7.207.126,209,0,N/A,10.169.169.63,0,20,01:01:08:0a:8f:e3:59:ea:19:15:4d:2e,MacOS,N/A,N/A,32,216,·······A····,443,N/A,1663875295.481193000,1,231,735934942,tcp,119
N/A,65510,0,52.7.207.126,255,0,N/A,10.169.169.63,0,20,01:01:08:0a:8f:e3:59:ea:19:15:4d:2e,MacOS,N/A,N/A,32,217,·······A····,443,N/A,1663875295.481194000,1,231,735934942,tcp,119
N/A,65510,0,52.7.207.126,255,0,N/A,10.169.169.63,0,20,01:01:08:0a:8f:e3:59:ea:19:15:4d:2e,MacOS,N/A,N/A,32,218,·······AP···,443,N/A,1663875295.481643000,1,231,735934942,tcp,119
N/A,65510,0,52.7.207.126,255,0,N/A,10.169.169.63,0,20,01:01:08:0a:8f:e3:59:ea:19:15:4d:2e,MacOS,N/A,N/A,32,219,·······AP···,443,N/A,1663875295.481643000,1,231,735934988,tcp,119
N/A,443,0,10.169.169.63,539,0,N/A,52.7.207.126,0,20,01:01:08:0a:19:15:4d:56:8f:e3:59:ea,MacOS,N/A,N/A,32,220,·······A····,65510,N/A,1663875295.481681000,1,64,1136581062,tcp,2039
N/A,65510,0,52.7.207.126,255,0,N/A,10.169.169.63,0,20,01:01:08:0a:8f:e3:59:ea:19:15:4d:2e,MacOS,N/A,N/A,32,221,·······AP···,443,N/A,1663875295.481941000,1,231,735935480,tcp,119
N/A,443,0,10.169.169.63,577,0,N/A,52.7.207.126,0,20,01:01:08:0a:19:15:4d:56:8f:e3:59:ea,MacOS,N/A,N/A,32,222,·······A····,65510,N/A,1663875295.481971000,1,64,1136581062,tcp,2047
N/A,443,0,10.169.169.63,577,0,N/A,52.7.207.126,0,20,01:01:08:0a:19:15:4d:57:8f:e3:59:ea,MacOS,N/A,N/A,32,223,·······AP···,65510,N/A,1663875295.482549000,1,64,1136581062,tcp,2048
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.251.33.6,0,20,N/A,MacOS,N/A,N/A,N/A,224,N/A,59528,N/A,1663875295.494887000,1,64,N/A,udp,N/A
N/A,65512,0,192.28.147.68,606,0,N/A,10.169.169.63,0,20,01:01:08:0a:66:b2:2a:04:c5:21:ef:88,MacOS,N/A,N/A,32,225,·······A····,80,N/A,1663875295.501569000,1,243,2135447458,tcp,5110
N/A,65512,0,192.28.147.68,606,0,N/A,10.169.169.63,0,20,01:01:08:0a:66:b2:2a:06:c5:21:ef:88,MacOS,N/A,N/A,32,226,·······AP···,80,N/A,1663875295.503382000,1,243,2135447458,tcp,5110
N/A,80,0,10.169.169.63,319,0,N/A,192.28.147.68,0,20,01:01:08:0a:c5:21:ef:b7:66:b2:2a:06,MacOS,N/A,N/A,32,227,·······A····,65512,N/A,1663875295.503433000,1,64,60218746,tcp,65535
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.250.138.157,0,20,N/A,MacOS,N/A,N/A,N/A,228,N/A,54330,N/A,1663875295.504995000,1,64,N/A,udp,N/A
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,229,·······AP···,65498,N/A,1663875295.505032000,1,64,678053556,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,230,·······A····,65498,N/A,1663875295.505072000,1,64,678053629,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,231,·······A····,65498,N/A,1663875295.505075000,1,64,678055069,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,232,·······A····,65498,N/A,1663875295.505076000,1,64,678056509,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,233,·······A····,65498,N/A,1663875295.505078000,1,64,678057949,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,234,·······A····,65498,N/A,1663875295.505080000,1,64,678059389,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,235,·······A····,65498,N/A,1663875295.505081000,1,64,678060829,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,236,·······A····,65498,N/A,1663875295.505083000,1,64,678062269,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,237,·······A····,65498,N/A,1663875295.505085000,1,64,678063709,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,238,·······A····,65498,N/A,1663875295.505086000,1,64,678065149,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,239,·······A····,65498,N/A,1663875295.505088000,1,64,678066589,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,240,·······A····,65498,N/A,1663875295.505090000,1,64,678068029,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,241,·······AP···,65498,N/A,1663875295.505171000,1,64,678069469,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,242,·······A····,65498,N/A,1663875295.505278000,1,64,678070042,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,243,·······A····,65498,N/A,1663875295.505281000,1,64,678071482,tcp,4096
N/A,443,0,10.169.169.63,285,0,N/A,52.184.204.244,0,20,N/A,MacOS,N/A,N/A,20,244,·······AP···,65498,N/A,1663875295.505314000,1,64,678072922,tcp,4096
N/A,54330,N/A,142.250.138.157,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,245,N/A,443,N/A,1663875295.523064000,1,55,N/A,udp,N/A
N/A,443,N/A,10.169.169.63,N/A,0,N/A,142.250.138.157,0,20,N/A,MacOS,N/A,N/A,N/A,246,N/A,54330,N/A,1663875295.523374000,1,64,N/A,udp,N/A
N/A,54330,N/A,142.250.138.157,N/A,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,N/A,247,N/A,443,N/A,1663875295.524603000,1,55,N/A,udp,N/A
N/A,65506,0,13.107.42.14,367,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,248,·······AP···,443,N/A,1663875295.526737000,1,113,1289854588,tcp,16383
N/A,443,0,10.169.169.63,1150,0,N/A,13.107.42.14,0,20,N/A,MacOS,N/A,N/A,20,249,·······A····,65506,N/A,1663875295.526803000,1,64,2703782221,tcp,4088
N/A,443,0,10.169.169.63,1,0,N/A,20.221.206.60,0,20,N/A,MacOS,N/A,N/A,20,250,·······AP···,65511,N/A,1663875295.531506000,1,64,538262463,tcp,4096
N/A,443,0,10.169.169.63,1,0,N/A,20.221.206.60,0,20,N/A,MacOS,N/A,N/A,20,251,·······AP···,65511,N/A,1663875295.531640000,1,64,538262528,tcp,4096
N/A,65498,0,52.184.204.244,4089,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,252,·······A····,443,N/A,1663875295.544917000,1,101,1314237398,tcp,6147
N/A,65498,0,52.184.204.244,5529,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,253,·······A····,443,N/A,1663875295.544918000,1,101,1314237398,tcp,6142
N/A,65498,0,52.184.204.244,8409,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,254,·······A····,443,N/A,1663875295.545130000,1,101,1314237398,tcp,6147
N/A,65498,0,52.184.204.244,14169,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,255,·······A····,443,N/A,1663875295.545130000,1,101,1314237398,tcp,6147
N/A,65498,0,52.184.204.244,20885,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,256,·······A····,443,N/A,1663875295.545442000,1,101,1314237398,tcp,6146
N/A,65498,0,52.184.204.244,20885,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,257,·······AP···,443,N/A,1663875295.547174000,1,101,1314237398,tcp,6146
N/A,65498,0,52.184.204.244,20885,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,258,·······AP···,443,N/A,1663875295.547175000,1,101,1314237453,tcp,6146
N/A,65498,0,52.184.204.244,20885,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,259,·······AP···,443,N/A,1663875295.547175000,1,101,1314237508,tcp,6146
N/A,65498,0,52.184.204.244,20885,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,260,·······AP···,443,N/A,1663875295.547175000,1,101,1314237563,tcp,6146
N/A,65498,0,52.184.204.244,20885,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,261,·······AP···,443,N/A,1663875295.547176000,1,101,1314237618,tcp,6146
N/A,65498,0,52.184.204.244,20885,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,262,·······AP···,443,N/A,1663875295.547176000,1,101,1314237673,tcp,6146
N/A,65498,0,52.184.204.244,20885,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,263,·······AP···,443,N/A,1663875295.547177000,1,101,1314237728,tcp,6146
N/A,65498,0,52.184.204.244,20885,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,264,·······AP···,443,N/A,1663875295.547177000,1,101,1314237783,tcp,6146
N/A,65498,0,52.184.204.244,20885,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,265,·······AP···,443,N/A,1663875295.547177000,1,101,1314237838,tcp,6146
N/A,65498,0,52.184.204.244,20885,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,266,·······AP···,443,N/A,1663875295.547178000,1,101,1314237893,tcp,6146
N/A,65498,0,52.184.204.244,20885,0,N/A,10.169.169.63,0,20,N/A,MacOS,N/A,N/A,20,267,·······AP···,443,N/A,1663875295.547178000,1,101,1314237935,tcp,6146
